,predict_original_data
1369,828.442558914657
1370,828.1186782718137
1371,827.7799302239524
1372,827.4302429000619
1373,827.5012727012333
1374,827.6555360069337
1375,827.7772853828332
1376,828.1435611341791
1377,828.4606598452615
1378,828.9715896083366
1379,829.3408899997477
1380,829.6425117599016
1381,829.0461199972336
1382,828.9239935266412
1383,828.6770036809896
1384,828.4483488688737
1385,828.3325572898747
1386,828.4984287677449
1387,828.6016270498177
1388,828.8804768805442
1389,829.1364330217023
1390,829.2993431140302
1391,829.4238740242545
1392,829.3043088378348
1393,829.1291694380386
1394,828.6142533589897
1395,828.2212240528522
1396,827.8332834987524
1397,827.4225101682109
1398,827.0990495455478
1399,826.8199282451264
1400,826.5041538646788
1401,826.2166150438218
1402,826.2071714813536
1403,826.1682861742324
1404,826.0479516937083
1405,825.9558154803858
1406,826.0161661260545
1407,825.9888650143357
1408,825.9400692277438
1409,825.930729904612
1410,825.8558872452654
1411,825.7889041647778
1412,825.7767220851619
1413,825.6063861439762
1414,825.5296046119229
1415,825.3965040583428
1416,825.3640888870113
1417,825.2997849242133
1418,825.3025093052725
1419,825.306331903834
1420,825.378460687204
1421,825.3203878747946
1422,825.3717472408229
1423,825.5276434538757
1424,825.5591162638032
1425,825.5196075997554
1426,825.4799304763847
1427,825.3696018985687
1428,825.3515536400943
1429,825.2859475332401
1430,825.1536568058473
1431,824.9825515104608
1432,824.9282180329932
1433,824.887587287795
1434,824.8341423161803
1435,824.7281983823187
1436,824.6518424171933
1437,824.5953261387169
1438,824.5498102106174
1439,824.5426239508068
1440,824.5052782080465
1441,824.49856706124
1442,824.5103220324531
1443,824.4898934498256
1444,824.5855406562428
1445,824.677482098831
1446,824.7717950314553
1447,824.8625415145683
1448,824.9141651275186
1449,825.0472169713751
1450,825.140455828544
1451,825.2313190611738
1452,825.1520737135293
1453,825.0181064209162
1454,824.8697699513232
1455,824.7712276532833
1456,824.6241513813408
1457,824.4583162936682
1458,824.3466090807879
1459,824.2275480086582
1460,824.1596315750933
1461,824.1624205235892
1462,824.1781477080417
1463,824.1781436607314
1464,824.1726612259683
1465,824.1592891588484
1466,824.1313540217899
1467,824.170686668893
1468,824.1810963681885
1469,824.2028788339543
1470,824.1781839717805
1471,824.1260437191401
1472,824.1282869361562
1473,824.1403801746573
1474,824.1260415655017
1475,824.140904796838
1476,824.1200715301567
1477,824.1224294674888
1478,824.1293926014454
1479,824.167036313562
1480,824.1751177575503
1481,824.1378249216561
1482,824.111129098432
1483,824.0543614473922
1484,824.0007350484859
1485,823.9689830006026
1486,823.9840361270842
1487,823.9088511847891
1488,823.867577062873
1489,823.8386936950769
1490,823.7805346579631
1491,823.7297119290223
1492,823.6926090162099
1493,823.6182286699233
1494,823.6189489583085
1495,823.6756447773638
1496,823.7510951323491
1497,823.8603022718728
1498,824.0314965719812
1499,824.1920716792082
1500,824.3789015175182
1501,824.5076760273013
1502,824.6435203884741
1503,824.7471641144898
1504,824.824997105641
1505,824.9105987987141
1506,824.9466079340117
1507,824.9590410496669
1508,824.9748905091653
1509,824.996120948817
1510,824.9990225211959
1511,824.9986351480237
1512,824.9713937617605
1513,824.8861327604025
1514,824.8445147517175
1515,824.7597099521032
1516,824.7099769584664
1517,824.5844073012081
1518,824.567950601951
1519,824.5668079442048
1520,824.4058161295103
1521,824.239484160557
1522,824.1019341044611
1523,823.9102475635117
1524,823.7264092899806
1525,823.6090184555557
1526,823.361709693667
1527,823.1539975393151
1528,822.9566161871069
1529,822.8977563626073
1530,822.8186691811529
1531,822.7557822227545
1532,822.7203312706075
1533,822.7123066563848
1534,822.800641755139
1535,823.0389047227015
1536,823.2790112122931
1537,823.4826625740427
1538,823.7430575021756
1539,824.0109584925862
1540,824.281669948192
1541,824.4947645300105
1542,824.5571997774241
1543,824.3936516150824
1544,824.2412849368959
1545,824.1234492686642
1546,823.9036021539235
1547,823.6953843742114
1548,823.5173425431094
1549,823.447727902665
1550,823.4584403977065
1551,823.4959483057804
1552,823.6012705079875
1553,823.6884477486736
1554,823.7925393821331
1555,823.836086083065
1556,823.9357203054883
1557,824.025421967023
1558,824.0886248535468
1559,824.1955541907955
1560,824.2559157504709
1561,824.3894293438404
1562,824.4607473949532
1563,824.5429133247953
1564,824.6450743211051
1565,824.6745281306817
1566,824.6581730247453
1567,824.656793512153
1568,824.6990125496826
1569,824.6814572942563
1570,824.691049069194
1571,824.6613205936769
1572,824.6341830763272
1573,824.6588767499312
1574,824.5370771969142
1575,824.3411099314037
1576,824.1330687998844
1577,823.9914960334154
1578,823.8448394493186
1579,823.6866795633877
1580,823.5098554907718
1581,823.337134057187
1582,823.348735086045
1583,823.3342105742054
1584,823.3662033032682
1585,823.4031981683281
1586,823.4335109677386
1587,823.5066214070821
1588,823.5947646309652
1589,823.671571236806
1590,823.7835407302305
1591,823.8363225960394
1592,823.9214469668026
1593,823.9688774384807
1594,823.9997998382145
1595,823.9561051778047
1596,824.031840158894
1597,824.0318693592284
1598,824.0452591245296
1599,824.064632525897
1600,824.0914006872234
1601,824.1627982004014
1602,824.279345405708
1603,824.3975313789464
1604,824.5123508750146
1605,824.6352632263324
1606,824.7321367738081
1607,824.7930042820527
1608,824.850543952211
1609,824.9329705374032
1610,824.9481613999596
1611,824.9642658468927
1612,824.9069046497737
1613,824.8520364868085
1614,824.9079109484742
1615,824.9122949357533
1616,824.9356252702288
1617,824.950079765649
1618,824.9951626418145
1619,825.0572107694118
1620,825.1497797846954
1621,825.1969975075903
1622,825.3412067977478
1623,825.4277429246299
1624,825.5206086577149
1625,825.5904098263838
1626,825.5527947591498
1627,825.581906914055
1628,825.6641263764527
1629,825.7074825005923
1630,825.7300315446704
1631,825.8395923108134
1632,825.8724645290166
1633,826.01530362823
1634,826.1800438370584
1635,826.2462620528958
1636,826.3406780797751
1637,826.4488783490772
1638,826.5226853760867
1639,826.6513270446225
1640,826.7393418872205
1641,826.8708640530573
1642,827.0077605383319
1643,827.1759243199431
1644,827.3636879258952
1645,827.5143186860469
1646,827.7011969808045
1647,827.8918253357856
1648,828.0791990291318
1649,828.2350819640418
1650,828.4217961588919
1651,828.5389411818275
1652,828.641616183618
1653,828.8040857673236
1654,828.8793047830933
1655,828.9685439351314
1656,828.968537596344
1657,829.0026318108257
1658,828.9466468270747
1659,828.9842876910955
1660,829.0219043162634
1661,829.020244366138
1662,829.1516608979975
1663,829.2876837989636
1664,829.240643118508
1665,829.2485995888137
1666,829.1790166854009
1667,829.0265428238647
1668,828.9430429682749
1669,828.8099943465938
1670,828.5710769132291
1671,828.4771025324014
1672,828.4007686218833
1673,828.32552626315
1674,828.2861659586022
1675,828.2570926225704
1676,828.2094862997463
1677,828.2295740550976
1678,828.2200541474771
1679,828.3026217084984
1680,828.3537900051311
1681,828.3365987069403
1682,828.3618974901577
1683,828.4361703601078
1684,828.493354393146
1685,828.4793965789947
1686,828.490570573389
1687,828.4991882952701
1688,828.5389561083389
1689,828.5775127963938
1690,828.6719484196744
1691,828.6622717342381
1692,828.5952251885783
1693,828.6181996432616
1694,828.5349296304255
1695,828.5083403624366
1696,828.5145632801763
1697,828.4531042486409
1698,828.3264831211196
1699,828.2356433767418
1700,828.2229580417259
1701,828.1857431343886
1702,828.1411419562777
1703,828.067970245051
1704,828.0130090401573
1705,828.0191230082278
1706,828.0308098430419
1707,828.0828018002538
1708,828.1264801155647
1709,828.0760136845583
1710,828.0136832492636
1711,827.9540063291578
1712,827.8665501943859
1713,827.8614131517099
1714,827.8166980684583
1715,827.7604527650723
1716,827.8706393179734
1717,827.9728152548153
1718,828.1229171388728
1719,828.2784668466147
1720,828.4425823094053
1721,828.5039814650635
1722,828.5903098067076
1723,828.6419055515407
1724,828.6209322047379
1725,828.7605362182254
1726,828.9372631138272
1727,829.0585288997776
1728,829.232499200859
1729,829.4469545242629
1730,829.6000988861678
1731,829.7953557208522
1732,829.9981118351452
1733,830.0127492440765
1734,830.1241796612243
1735,830.5289022868926
1736,831.1096623084546
1737,831.757111760084
1738,832.36186287941
1739,832.7275902655676
1740,833.0395560425665
1741,833.2967043665363
1742,833.5870813477567
1743,833.4499345129798
1744,833.2869733836675
1745,833.0192604885011
1746,832.9203652502428
1747,832.820954254026
1748,832.6056182517431
1749,832.424010648853
1750,832.1124583960611
1751,831.7277980944364
1752,831.4765264154412
1753,831.3656108646296
1754,831.3981899839386
1755,831.5799884762491
1756,831.7199650467179
1757,831.9431215692738
1758,832.0603385592979
1759,832.2162235463067
1760,832.4171770096126
1761,832.3940790408972
1762,832.4054876811874
1763,832.5303017870242
1764,832.4409321876424
1765,832.4959519988216
1766,832.5959108991574
1767,832.5199834534847
1768,832.4540827504252
1769,832.2960294307798
1770,832.0331795870044
1771,831.8202462841219
1772,831.6410798935732
1773,831.3932125141771
1774,831.192773186018
1775,830.9866332409096
1776,830.9559451912972
1777,830.9869678828543
1778,831.188444038434
1779,831.4670000249599
1780,831.7140807794386
1781,831.8405258387095
1782,831.9574003355833
1783,832.1173464618043
1784,832.2135092649282
1785,832.3690946789054
1786,832.3280475088499
1787,832.3578659366876
1788,832.4542892618441
1789,832.5665609482056
1790,832.6618024163386
1791,832.7318365435847
1792,832.748808513732
1793,832.8743788689208
1794,832.8136596231902
1795,832.798134111407
1796,832.8418297388214
1797,832.8317833346722
1798,832.8459847034964
1799,832.8485196688837
1800,832.8699269405034
1801,832.8767041076813
1802,833.0245238540942
1803,833.1869803178295
1804,833.1396231822425
1805,833.1258130860499
1806,833.1500895463678
1807,833.0086198779918
1808,832.9140380438688
1809,832.7990912727146
1810,832.6538363077289
1811,832.5321696766616
1812,832.4590773072309
1813,832.5488896688228
1814,832.617972372868
1815,832.618448429781
1816,832.6205812098583
1817,832.578144751813
1818,832.5044141590432
1819,832.5227384238231
1820,832.4594875376687
1821,832.4069494537382
1822,832.3776366653296
1823,832.2749810364612
1824,832.1867407463914
1825,832.2132988300281
1826,832.1512920187886
1827,832.0618189007199
1828,832.003266174002
1829,831.8448997791777
1830,831.7565075688651
1831,831.725435592458
1832,831.6103756347243
1833,831.5630416367411
1834,831.4992289019992
1835,831.4544029427467
1836,831.490978076429
1837,831.5351009841382
1838,831.5589928141566
1839,831.5744953055132
1840,831.6239222353422
1841,831.5860812292061
1842,831.4933878045491
1843,831.4020408166723
1844,831.3278940346279
1845,831.2710401051289
1846,831.231944315576
1847,831.2028300031601
1848,831.2884174985566
1849,831.4068216575508
1850,831.5993943214337
1851,831.6959043793736
1852,831.8191915445038
1853,831.9019995836985
1854,832.0328156001035
1855,832.052698203091
1856,832.1515920881953
1857,832.160534507964
1858,832.2348048340176
1859,832.3109697892763
1860,832.4399408990948
1861,832.4495870533125
1862,832.6454134609612
1863,832.671461846805
1864,832.7093492956365
1865,832.7821840775712
1866,832.8061661291986
1867,832.7812740045189
1868,832.632879863678
1869,832.426053491363
1870,832.12540567019
1871,831.9758250995566
1872,831.8102138322527
1873,831.6573026117364
1874,831.559682565666
1875,831.5163418756924
1876,831.5410697355145
1877,831.5991203917438
1878,831.7932606836656
1879,831.9145690733912
1880,831.9124363084535
1881,832.0362471640062
1882,832.086682303031
1883,832.233682458978
1884,832.2111607824124
1885,832.1821502750204
1886,832.1579197409454
1887,832.1496304473849
1888,832.1734698949682
1889,832.1853602530839
1890,832.0763324514116
1891,832.1524665722983
1892,832.323788366483
1893,832.4920098031488
1894,832.6143154356629
1895,832.7677165654351
1896,832.7968492295778
1897,832.8503089904547
1898,832.9142707600283
1899,832.9410478060067
1900,832.9071669330042
1901,832.8271549385971
1902,832.6527851476101
1903,832.6240526832654
1904,832.7420372513421
1905,832.8353115469622
1906,833.0237052446062
1907,832.7623927567482
1908,832.4079606686902
1909,832.0898737647584
1910,831.8809802655313
1911,831.5401431958027
1912,831.192489018218
1913,830.8015144450976
1914,830.5645598900426
1915,830.7522591772739
1916,830.83129511135
1917,831.0126334538036
1918,831.2037868036126
1919,831.4686581426591
1920,831.7613816958985
1921,832.1511518036115
1922,832.4975969466973
1923,832.8798036933518
1924,833.3047020608778
1925,833.6899062084701
1926,834.0640513555962
1927,834.4155831752425
1928,834.9005651756112
1929,835.173438453986
1930,835.6644458131673
1931,835.9756436974965
1932,836.4457132638208
1933,836.6341969445147
1934,836.8045919522863
1935,836.9122304363751
1936,836.963756946098
1937,836.8984359676025
1938,836.9508776570893
1939,836.8984476707534
1940,836.9248415115163
1941,836.9857802055222
1942,837.1401004106706
1943,837.4178858289322
1944,837.5442014119507
1945,837.6423858585423
1946,837.6419317484622
1947,837.7746844979986
1948,837.9287958661806
1949,837.9987268967642
1950,838.0428562730677
1951,838.1562600148154
1952,838.1387412681577
1953,838.212456596625
1954,838.4059599285324
1955,838.37921717917
1956,838.5442579890505
1957,838.5312079968883
1958,838.5796876851211
1959,838.8419160950162
1960,839.1428622224361
1961,839.2583155133507
1962,839.4603898730098
1963,839.4235251433763
1964,839.6169897916758
1965,839.754564829866
1966,839.834718232635
1967,839.7336895460079
1968,839.8833320745189
1969,839.8603504165656
1970,839.8027963938918
1971,839.9360342858663
1972,839.95999135523
1973,839.9926960928755
1974,839.9815632222541
1975,840.006328115263
1976,840.1631781965646
1977,840.2219527135671
1978,840.3748548806626
1979,840.3903248007664
1980,840.606767585359
1981,840.727376383284
1982,840.6554935322587
1983,840.6802291882623
1984,840.5878032998805
1985,840.713960169933
1986,840.6857705385638
1987,840.7113091890031
1988,840.9823806137422
1989,840.9706970653821
1990,840.9991635275876
1991,841.0103697916627
1992,841.1374514887208
1993,841.1742278233941
1994,841.2095960645388
1995,841.0964478160736
1996,841.077887300636
1997,841.179155407645
1998,841.371671500032
1999,841.4999620028645
2000,841.4434358733923
2001,841.6583570293975
2002,841.6959551460452
2003,841.8056093763986
2004,841.8350287797999
2005,841.8708489459862
2006,842.0230341246325
2007,842.1064284983362
2008,842.3459808297608
2009,842.531597964806
2010,842.824836333722
2011,843.1613163394646
2012,843.5385311963329
2013,843.7415021716128
2014,844.072395878404
2015,844.4816609445871
2016,844.6969469494393
2017,844.9368058885042
2018,845.1649705520831
2019,845.1767303422673
2020,845.2544333543236
2021,845.4692233071777
2022,845.3937930888408
2023,845.1031150326246
2024,845.1259740006637
2025,844.8795758434208
2026,844.8238265373648
2027,844.6961251899005
2028,844.6559094199463
2029,844.3412019336475
2030,844.3333578154246
2031,844.219206529645
2032,844.3261771214663
2033,844.1445112981343
2034,844.0339778525489
2035,843.8888554538457
2036,844.114682530089
2037,844.406624067502
2038,844.4615887634862
2039,844.5689949878417
2040,844.9849435561414
2041,845.3291222941518
2042,845.7170626813885
2043,846.007401678193
2044,846.010957356932
2045,846.2553578446261
2046,846.667065688457
2047,846.7164142927035
2048,846.7192779413045
2049,846.6979932883102
2050,846.7135337652267
2051,846.839661656239
2052,847.2408904103621
2053,847.4001254578719
2054,847.7515471063582
2055,848.319928942316
2056,848.4537541875804
2057,848.9601876157428
2058,849.4782155550425
2059,850.066533130598
2060,850.3438034702134
2061,850.7517321965867
2062,850.6577061100572
2063,850.729889879157
2064,850.4860842429612
2065,849.9491701882786
2066,849.5660607460472
2067,849.3777640623764
2068,849.1237920387005
2069,849.0071885083737
2070,849.1770197451419
2071,849.1497200347479
2072,849.6170782426203
2073,849.7521619244662
2074,849.5852110111256
2075,849.836848357244
2076,850.2880877479585
2077,850.3497784257904
2078,850.8812514503662
2079,851.1527003902813
2080,851.5813222207898
2081,851.7052708286785
2082,852.5535507951462
2083,853.0165152397989
2084,853.450502035665
2085,853.8871074337904
2086,853.9451739637848
2087,854.4747768268675
2088,855.8008852539372
2089,856.4379712809765
2090,857.0744562477246
2091,858.2666226597044
2092,859.7924665098375
2093,861.2946791662912
2094,862.8620243037693
2095,864.4865537067758
2096,865.3539230329179
2097,866.1322075196715
2098,867.1541555194354
2099,866.9996483886234
2100,867.0452633151439
2101,867.0800104214203
2102,866.4898740527533
2103,866.2743539616503
2104,866.5036382253387
2105,866.3993489641208
2106,866.3371446295379
2107,866.679780316541
2108,866.5634148214735
2109,866.6574464317479
2110,866.2794457346321
2111,866.3060779701618
2112,865.7736199831555
2113,865.9177983725506
2114,865.6471311621764
2115,865.5324009333003
2116,865.1337476049757
2117,864.950603100658
2118,864.5567722983317
2119,864.0247536950081
2120,863.6532903357776
2121,863.2551409538777
2122,862.7202215335863
2123,862.3877482390914
2124,861.9134871119761
2125,861.6449392851562
2126,861.4425613604876
2127,860.5734869677129
2128,859.346155636513
2129,858.0414914914717
2130,857.0273573004333
2131,856.1691392580121
2132,854.6997132520814
2133,853.6633034018015
2134,852.9966488005699
2135,852.6746180932311
2136,852.4975363129171
2137,852.2739103791199
2138,852.0845790961653
2139,852.0842722941317
2140,852.1803601125362
2141,852.0334718124462
2142,852.0593578147959
2143,852.436177645373
2144,852.3614141009695
2145,852.3125874934557
2146,852.4449927675757
2147,852.4617012060841
2148,852.5112524203824
2149,852.7720725760007
2150,853.073540515531
2151,853.3633493689651
2152,853.8522562302172
2153,854.5359732285807
2154,854.9731222796878
2155,855.4238583986945
2156,855.9057298592885
2157,856.0255950077086
2158,855.742407823166
2159,855.9897620205995
2160,856.3263702162664
2161,856.5014964821257
2162,856.8005030237197
2163,857.2730390546532
2164,857.8059794753444
2165,858.5444394471996
2166,859.0817227049237
2167,859.1782239116225
2168,859.1004824919496
2169,858.8263482848955
2170,858.56080717926
2171,857.9182221714528
2172,857.2691639935468
2173,856.9990352602449
2174,856.6848768310941
2175,856.8921109014368
2176,857.0705142602563
2177,857.4522604132108
2178,858.2976223033188
2179,859.1589240842441
2180,860.8785684750466
2181,862.1534951497301
2182,863.2630382753129
2183,863.9737986139628
2184,865.1011012783171
2185,865.9689295800547
2186,866.5001580345229
2187,866.5813723503688
2188,866.1044658753073
2189,866.2044366620532
2190,866.3777788084853
2191,866.5992903301758
2192,866.6934410044211
2193,866.7372380221703
2194,866.7197914140226
2195,866.1875597829762
2196,865.8663147928133
2197,865.5144088380509
2198,865.2886892194672
2199,865.0854680887164
2200,865.1786932209845
2201,865.395809433595
2202,865.677823898881
2203,865.8567287353253
2204,865.8936149569606
2205,866.0842580464326
2206,866.1450846529123
2207,866.5011794062843
2208,866.3745743977491
2209,866.4910798063638
2210,866.7739852985225
2211,867.0471240620943
2212,867.2807836549287
2213,867.2348926226315
2214,867.2281042316818
2215,867.3574555608321
2216,867.1545278159601
2217,866.9309546603479
2218,866.8205463168637
2219,867.0671456890166
2220,867.3905302362417
2221,867.7650051184241
2222,868.0417770009462
2223,868.4213800475492
2224,868.5917072955685
2225,868.553271520221
2226,868.2776300426738
2227,868.0039396814926
2228,867.8747119560304
2229,867.5723940235215
2230,866.9277107390935
2231,866.5688499797294
2232,866.042212896058
2233,865.1822844418896
2234,864.4137366491852
2235,863.5033373496041
2236,862.9107889981858
2237,862.5466398373811
2238,862.2136690297929
2239,862.1267812277249
2240,862.4763576803654
2241,862.7374623906115
2242,863.5721039334344
2243,863.6468997213174
2244,863.8247981214531
2245,864.7554734019293
2246,865.4600724595862
2247,865.8895881763974
2248,866.4867362571022
2249,868.7871390117439
2250,871.6896310116326
2251,873.8467973303314
2252,876.7871557928905
2253,880.061563407749
2254,883.307126326347
2255,883.0167033177721
2256,882.0943410817201
2257,879.273874877551
2258,876.0114492834
2259,873.3962563851857
2260,870.2317570637023
2261,867.3000109003157
2262,865.8160235170815
2263,866.0239697334505
2264,866.4055680435553
2265,866.6767198785784
2266,867.0690361463298
2267,866.980273773261
2268,867.1133388482974
2269,867.0742007120197
2270,867.0151283111051
2271,866.9547233046253
2272,866.9814280862034
2273,867.2521121149018
2274,867.5199178324067
2275,867.9424612855443
2276,868.3629103046015
2277,868.5479148582259
2278,869.0506211792945
2279,869.4602937323014
2280,870.0278063829206
2281,870.0697557387211
2282,870.5534507538036
2283,870.9244139797596
2284,871.1425093129347
2285,871.5363917590473
2286,871.4591025318366
2287,871.499694847095
2288,871.6219861075017
2289,872.0194104864865
2290,872.284211773671
2291,872.7268127103396
2292,873.1352842766694
2293,873.3281034814855
2294,873.9636266201093
2295,874.4301560671391
2296,874.6548372949313
2297,875.0918378918767
2298,875.5728538235794
2299,875.7992138510365
2300,875.977825876591
2301,876.3031755521758
2302,876.5856000963067
2303,876.7180369610472
2304,877.4384863408507
2305,877.7650652373414
2306,878.1642005342471
2307,878.4990280814812
2308,879.1826092640273
2309,879.4264307920351
2310,879.8140773873454
2311,880.401156960481
2312,880.2101294403603
2313,880.2526632349822
2314,880.540647320183
2315,880.568003124857
2316,880.6042951581128
2317,880.6352394525709
2318,881.3258828693675
2319,881.7610787748378
2320,882.232776786753
2321,882.0470513517445
2322,882.206720901814
2323,882.2794779292615
2324,882.2475448197011
2325,882.1491956823163
2326,882.1672510363709
2327,882.1135588227154
2328,882.0878697630467
2329,882.5335405245911
2330,883.1198522644388
2331,883.8726545769382
2332,884.258160636714
2333,884.756464755043
2334,885.16571014633
2335,885.4326490455339
2336,885.7950055449867
2337,886.2836502602994
2338,886.0018934134433
2339,886.1081184646658
2340,885.8070654865875
2341,885.5131638962039
2342,886.3039870740422
2343,886.5699355142846
2344,886.9735348455549
2345,887.3233810067658
2346,887.630818488779
2347,887.7490587184385
2348,888.1169619867604
2349,888.0600832906656
2350,887.9959697489165
2351,887.7661745395875
2352,888.257105849051
2353,888.5570813900114
2354,888.7739998922948
2355,889.1258417868302
2356,889.6296616161192
2357,890.453453422582
2358,891.0652432909308
2359,891.5231757711365
2360,892.1985964704979
2361,892.2648970584258
2362,892.535941671665
2363,892.2255277223982
2364,892.4018510890712
2365,892.2550823000823
2366,892.0108452887799
2367,891.974659735666
2368,891.6648365417908
2369,891.4871641374119
2370,891.4612503039817
2371,891.1144370967336
2372,891.4104002480527
2373,891.3040570057649
2374,891.6354949741368
2375,891.2476474616204
2376,891.0977420540629
2377,891.1034123248731
2378,890.7752365108997
2379,890.509754594223
2380,889.9319934870722
2381,889.5305469962892
2382,889.7878447671735
2383,889.8056483025741
2384,889.9432562832792
2385,890.415805606902
2386,890.8251053415662
2387,891.5725989117847
2388,891.8987409135092
2389,892.7059758510414
2390,892.846655297789
2391,892.8716628719495
2392,893.2993443105441
2393,893.249973979322
2394,893.2448647816636
2395,893.1331415552011
2396,894.4089855416171
2397,895.1853509205631
2398,895.8327201091984
2399,897.1860979056148
2400,898.0077373853964
2401,899.4230325893591
2402,901.2301907521961
2403,902.2750399442804
2404,902.4237770881116
2405,902.7422189884796
2406,903.0120259240882
2407,902.3039078001491
2408,902.0981371159621
2409,901.8869227869282
2410,901.8638478692375
2411,901.4507306150255
2412,900.5736368805128
2413,899.818632509586
2414,899.4498779254258
2415,898.8883109930352
2416,896.9509147182805
2417,895.4543296370751
2418,893.9173193558504
2419,892.9951511939498
2420,892.6572022823086
2421,892.1764391504158
2422,893.0711196378853
2423,894.6944206101039
2424,896.1669751367731
2425,896.9605428839898
2426,897.4560913671728
2427,897.5691901195718
2428,898.3105956912607
2429,899.0294678609348
2430,898.0922185082455
2431,897.7407339921785
2432,897.6104315492416
2433,898.5119907179445
2434,899.4682135703472
2435,900.3325599310687
2436,901.2103663835492
2437,902.7792497695439
2438,904.3252164188468
2439,905.3183569566615
2440,906.6429320022577
2441,907.2636894078558
2442,908.0241498872946
2443,908.0724867267945
2444,907.6858176273232
2445,907.2318579396625
2446,907.407107231497
2447,908.4653701924647
2448,912.6622651682017
2449,912.6914467417556
2450,912.9063856743062
2451,913.6480216607833
2452,912.949225686
2453,912.3406270927453
2454,911.1245391530515
2455,909.0664409123824
2456,906.0146481684244
2457,905.1951100278186
2458,909.0752933458226
2459,916.2836054878486
2460,923.9040007690284
2461,933.069132192936
2462,943.0412604950315
2463,953.2170751828626
2464,962.806762383355
2465,971.4671313751084
2466,973.0698983062294
2467,966.8349347676559
2468,964.3778560376829
2469,962.1853173433269
2470,957.755849739432
2471,954.4239385693159
2472,952.3608698933543
2473,950.3991041368625
2474,953.9023252514341
2475,957.1601406637727
2476,957.0690818651767
2477,959.7077220030752
2478,959.7841560321365
2479,958.1824411377419
2480,954.6738714638449
2481,945.0893878047871
2482,936.5028017872355
2483,929.1862352807
2484,920.6469845508664
2485,911.5501244450451
2486,904.9083183681713
2487,899.5522579955407
2488,897.2587595097964
2489,897.5481055604092
2490,899.9466025582141
2491,902.2647203671778
2492,904.3320772679906
2493,902.8461675899496
2494,902.5351712777384
2495,900.4534056903279
2496,899.3221226164351
2497,895.4056863830159
2498,891.9456249827617
2499,886.43170437735
2500,885.5684104797549
2501,889.0578488324692
2502,890.3827076986182
2503,890.2213011028007
2504,890.0797158547136
2505,888.3056141036117
2506,888.2608958294699
2507,887.8715764591454
2508,887.3768833489081
2509,884.4912380675614
2510,884.2070768305091
2511,884.022931090023
2512,885.0487522824811
2513,886.395889354776
2514,887.902341471668
2515,889.0456791544241
2516,889.8831342095424
2517,891.3804092162779
2518,892.768971929958
2519,893.8302485609
2520,894.5289951865694
2521,894.9663904534037
2522,894.2920370139037
2523,893.1490042411184
2524,893.2156497268685
2525,893.0450930548346
2526,892.4525826610181
2527,892.1359003662287
2528,892.355849153704
2529,891.0280486735537
2530,890.1893500738904
2531,890.1724142179129
2532,889.3778232502547
2533,887.6702077065084
2534,884.8246494665929
2535,884.5199720789013
2536,887.3593362722805
2537,887.9936310084034
2538,889.5859373353671
2539,889.0973852990317
2540,889.6851652754412
2541,890.5069228512098
2542,900.9965931341331
2543,905.4617765184651
2544,913.8088013192424
2545,921.2906861874624
2546,930.2700342810341
2547,940.7954362432869
2548,952.0733237932733
2549,957.563436151757
2550,951.0981729046775
2551,943.0630803593634
2552,935.23073264012
2553,930.0123695333401
2554,927.0952988547604
2555,926.2899976304157
2556,918.9168491828093
2557,911.7246531902335
2558,918.0069616254737
2559,920.6832751646239
2560,922.057241946786
2561,916.17984515941
2562,909.1802445318607
2563,905.8895849556238
2564,908.6543067243825
2565,910.9570825225125
2566,909.8687440439267
2567,912.2528680277937
2568,912.1231454479991
2569,913.7047939665016
2570,914.2072416688293
2571,915.5783476647723
2572,910.4077746870337
2573,905.2007078868762
2574,902.6272576342218
2575,901.0149694194872
2576,902.0119166572774
2577,901.6099025120501
2578,901.6706187656765
2579,902.5351579773958
2580,903.1528838879967
2581,912.2240176356006
2582,921.9280572749312
2583,931.0023327012019
2584,937.7354105177692
2585,948.0904335043789
2586,961.2005468637401
2587,969.8471085997743
2588,966.5946508538418
2589,961.9005023857234
2590,964.3571129143314
2591,965.6793166158727
2592,965.1745497881243
2593,962.1091234555266
2594,959.6452748614151
2595,969.781780625128
2596,984.3511410557782
2597,989.2681392274227
2598,986.9926868231578
2599,982.6382035671058
2600,991.8747585635258
2601,994.3065616036934
2602,994.5056380001166
2603,996.5982203925984
2604,993.1881203264824
2605,988.649130106852
2606,998.204828421572
2607,992.9806800179504
2608,987.5604136562322
2609,987.415611340737
2610,977.4576291055836
2611,976.4689270102451
2612,971.4686079133597
2613,971.4714281331434
2614,962.9621240135511
2615,959.6041509419945
2616,947.2668887589135
2617,942.500901675303
2618,932.2237438058122
2619,923.8963864704093
2620,922.95067368984
2621,917.211952750857
2622,915.1969360424015
2623,912.6720953432565
2624,918.462748891746
2625,922.1548422904187
2626,926.6891941027726
2627,927.5757782273689
2628,929.2965835565058
2629,934.1080333069656
2630,941.0610090091837
2631,938.9920785339093
2632,934.526647648446
2633,932.7118300371884
2634,932.2978142107249
2635,933.0915832913624
2636,934.1254292305503
2637,926.8136030305103
2638,923.8994140380257
2639,919.2244900358372
2640,914.9178993782541
2641,912.4451433690609
2642,907.40867727767
2643,901.7221170365583
2644,902.1343919986143
2645,902.7669161828251
2646,903.7272323808664
2647,903.9294831954948
2648,901.0910626160038
2649,899.0614173292074
2650,900.6726963864492
2651,902.9014490845245
2652,908.9336109057645
2653,904.8290275172972
2654,907.7880066958562
2655,910.7655986691374
